canonical_smiles,MW,logP,TPSA,HBD,HBA,QED,BBB_heuristic,Lipinski_pass,PAINS_count,has_charged_center,has_reactive_group,murcko_scaffold,campaigns_hit,targets_hit,n_campaigns,tier_A_hits,tier_B_hits,tier_C_hits,PAINS_penalty,composite,polypharm_bonus,anti_target_penalty,final_score
Cn1ccc2c(CC[C@H]3C(=O)CCN3CC(=O)Nc3ccccc3[N+](=O)O)cccc21,421.4770000000001,3.1926000000000005,94.65,2,4,0.5715739881496937,0.75,1,0,1,0,O=C(CN1CCC(=O)C1CCc1cccc2[nH]ccc12)Nc1ccccc1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.796472196444908,0.0,0.0,0.796472196444908
O=C(NCCOCc1ccccc1)c1ccc2c(c1)C(=O)N1CCCC[C@H]1C2=O,392.45500000000027,2.824200000000001,75.71000000000001,1,4,0.7673390040308179,1.0,1,0,0,0,O=C(NCCOCc1ccccc1)c1ccc2c(c1)C(=O)N1CCCCC1C2=O,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.9302017012092454,0.0,0.0,0.9302017012092454
N[P@](=O)(O)CCCCCCCCCCC(=O)NCc1ccccc1,354.431,3.9578000000000033,92.42000000000002,3,2,0.3692042711026328,0.75,1,0,0,0,c1ccccc1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.7357612813307899,0.0,0.0,0.7357612813307899
Cc1ccc2oc3c(Nc4noc(CCCc5ccccc5)n4)cccc3c2c1C,397.47800000000007,6.504740000000004,64.09,1,5,0.35397456605150435,0.75,0,0,0,0,c1ccc(CCCc2nc(Nc3cccc4c3oc3ccccc34)no2)cc1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.5311923698154513,0.0,0.0,0.5311923698154513
CC1=NN(c2ccc(Cn3ccnc3)cc2)C2=CN(c3ccc(C)cc3)N[C@H]21,370.4600000000001,3.6705200000000016,48.690000000000005,1,5,0.7612764999251286,1.0,1,0,0,0,C1=NN(c2ccc(Cn3ccnc3)cc2)C2=CN(c3ccccc3)NC12,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.9283829499775385,0.0,0.0,0.9283829499775385
C[C@@H]1Cc2cc(N3CC[C@@H](C(C)(C)O)C3=O)ccc2CN1Cc1ccc(O)cc1,394.51500000000016,3.4628000000000023,64.01,2,4,0.833604952270013,1.0,1,0,0,0,O=C1CCCN1c1ccc2c(c1)CCN(Cc1ccccc1)C2,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.9500814856810038,0.0,0.0,0.9500814856810038
CC1=C2C(=O)N(CCCN(C)C)C3=CCCC(=C32)N=C(c2ccc(F)cc2)C=C1,391.49000000000007,4.226800000000004,35.910000000000004,0,3,0.7531962991045782,1.0,1,0,0,0,O=C1NC2=CCCC3=C2C1=CC=CC(c1ccccc1)=N3,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.9259588897313733,0.0,0.0,0.9259588897313733
CNC1=NC(c2ccc(C)cc2)=CC=C(N[C@@H](CCc2ccccc2)C(N)=O)N1,389.5030000000001,2.43222,91.53999999999999,4,5,0.5853278067917009,0.5,1,0,0,0,C1=NC(c2ccccc2)=CC=C(NCCCc2ccccc2)N1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.7255983420375103,0.0,0.0,0.7255983420375103
CC(C)NS(=O)(=O)c1ccc(OCC(=O)N2CC[C@@H](OCc3ccccc3)C2)cc1,432.5420000000002,2.5698000000000008,84.94,1,5,0.6583615764427421,1.0,1,0,0,0,O=C(COc1ccccc1)N1CCC(OCc2ccccc2)C1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.8975084729328227,0.0,0.0,0.8975084729328227
Cc1cccc(OC(=CN2CCN(C)CC2)c2ccc3nc(O)ccc3c2)c1,375.47200000000004,3.8736200000000025,48.83,1,5,0.7016603405318498,1.0,1,0,0,0,C(=C(Oc1ccccc1)c1ccc2ncccc2c1)N1CCNCC1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.9104981021595548,0.0,0.0,0.9104981021595548
CCCn1c(Cc2ccccc2)cc2c(=O)c3cccc(OC)c3[nH]c21,346.43000000000006,4.492200000000004,47.019999999999996,1,2,0.5785493718264397,1.0,1,0,0,0,O=c1c2ccccc2[nH]c2[nH]c(Cc3ccccc3)cc12,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.873564811547932,0.0,0.0,0.873564811547932
O=C(Nc1ccc2ccccc2c1)c1cccc(CN2CCCOCC2)c1,360.4570000000002,4.314400000000004,41.57000000000001,1,3,0.7535567916638398,1.0,1,0,0,0,O=C(Nc1ccc2ccccc2c1)c1cccc(CN2CCCOCC2)c1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.926067037499152,0.0,0.0,0.926067037499152
CO[C@H]1CC[C@H](C2=NC(C)=C3C=[N+]([C@H]4CCN(c5cccc[nH+]5)C4)C(=O)C=C32)CC1,406.5300000000002,2.5631000000000004,59.050000000000004,0,4,0.7223805080442333,1.0,1,0,1,0,O=C1C=C2C(=CN=C2C2CCCCC2)C=[N+]1C1CCN(c2cccc[nH+]2)C1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.9167141524132698,0.0,0.0,0.9167141524132698
NCc1cc2c(CN3CCCC(=O)[C@H]3c3ccsc3)cccc2o1,340.44800000000004,3.859200000000003,59.47,1,5,0.7833464719783462,1.0,1,0,0,0,O=C1CCCN(Cc2cccc3occc23)C1c1ccsc1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.9350039415935039,0.0,0.0,0.9350039415935039
c1ccc(Oc2cccc3cc4cccc5ccc2c-3c54)cc1,294.353,6.327900000000004,9.23,0,1,0.369526111901083,0.75,0,0,0,0,c1ccc(Oc2cccc3cc4cccc5ccc2c-3c54)cc1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.5358578335703248,0.0,0.0,0.5358578335703248
CN(CC(=O)CO)Cc1nc2ccc(C(=O)Nc3ccccc3)cc2oc1=O,381.3880000000001,1.4334999999999998,112.74000000000001,2,7,0.6365195978053853,0.5,1,0,0,0,O=C(Nc1ccccc1)c1ccc2ncc(=O)oc2c1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.7409558793416156,0.0,0.0,0.7409558793416156
CC1=C(c2[nH]nc3ccccc23)C(=O)[N+](c2ccc(CCN3CCCOCC3)cc2)=N1,416.50500000000034,3.8953000000000024,73.59,1,5,0.6405454617520961,1.0,1,0,1,0,O=C1C(c2[nH]nc3ccccc23)=CN=[N+]1c1ccc(CCN2CCCOCC2)cc1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.8921636385256289,0.0,0.0,0.8921636385256289
COc1ccc(C(=O)NN=CC(=O)NC2=CNc3ccccc3C=C2)cc1,362.38900000000007,2.5073000000000008,91.82,3,5,0.5629118624392025,0.75,1,0,0,0,O=C(C=NNC(=O)c1ccccc1)NC1=CNc2ccccc2C=C1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.7938735587317607,0.0,0.0,0.7938735587317607
Cc1ccc2c3ccc(-c4ccccc4)c4oc(C)cc4c-3[n+](C)c2c1,338.4300000000001,5.799140000000006,17.02,0,1,0.35305853434071194,0.75,0,0,1,0,c1ccc(-c2ccc3c4ccccc4[nH+]c-3c3ccoc23)cc1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.5309175603022136,0.0,0.0,0.5309175603022136
O=c1[nH]c(-c2ccc(CC3CCN(CCO)CC3)c[nH+]2)ccc1C1(O)CCCC1,398.52700000000016,1.864399999999999,90.7,3,4,0.6928012785960168,0.75,1,0,1,0,O=c1[nH]c(-c2ccc(CC3CCNCC3)c[nH+]2)ccc1C1CCCC1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.832840383578805,0.0,0.0,0.832840383578805
CC1=C2[C@@H](C=CC[C@@H]2O)[C@H]2CC[C@@H](C[C@H](C)Cc3ccc(O)cc3)CC[C@@H]2C1,380.5720000000001,6.040700000000006,40.46,2,2,0.6251309777908336,0.75,0,0,0,0,C1=CC2C(=CCC3CCC(CCCc4ccccc4)CCC32)CC1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.61253929333725,0.0,0.0,0.61253929333725
CCCCCCNC(=N)c1nc(C)cnc1SCC(=O)NCCc1cccs1,419.62000000000023,3.7927900000000028,90.76,3,6,0.21068857256954052,0.75,1,0,0,0,O=C(CSc1cnccn1)NCCc1cccs1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.6882065717708621,0.0,0.0,0.6882065717708621
Cc1cccc(C=Cc2cc(C)cc(N=C(O)OCCCc3ccccc3)c2)c1,385.5070000000001,6.668740000000007,41.82000000000001,1,2,0.21353994161513132,0.75,0,0,0,0,C(=Cc1cccc(N=COCCCc2ccccc2)c1)c1ccccc1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.4890619824845394,0.0,0.0,0.4890619824845394
CC1(C)Cc2cccc3c2[C@@H]1CC[C@@H]3c1nccc2c(NCCCN)cccc12,385.5550000000002,5.587100000000004,50.94,2,3,0.5631805221620058,0.75,0,0,0,0,c1cc2c3c(c1)C(c1nccc4ccccc14)CCC3CC2,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.5939541566486017,0.0,0.0,0.5939541566486017
COc1cccc(C=Cc2ccc(NCCc3ccc(O)cc3)c(C(=O)O)c2)c1,389.4510000000001,4.924000000000005,78.78999999999999,3,4,0.4765169811464178,0.75,1,0,0,0,C(=Cc1ccc(NCCc2ccccc2)cc1)c1ccccc1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.7679550943439253,0.0,0.0,0.7679550943439253
C[C@@H]1CCN(Cc2cnc(-c3ccccc3)[nH]2)C[C@@H]2c3ccccc3C(=O)N[C@@H]12,386.49900000000014,3.814300000000002,61.02,2,3,0.719486066085056,1.0,1,0,0,0,O=C1NC2CCCN(Cc3cnc(-c4ccccc4)[nH]3)CC2c2ccccc21,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.9158458198255168,0.0,0.0,0.9158458198255168
COc1ccc(N2CCN(C(=O)CC(=O)Nc3ccc(C)cc3)CC2)cc1,367.4490000000001,2.68102,61.88,1,4,0.8256690776758495,1.0,1,1,0,0,O=C(CC(=O)N1CCN(c2ccccc2)CC1)Nc1ccccc1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.2,0.9077007233027549,0.0,0.0,0.9077007233027549
Cc1ccc2ccc(NCc3ccc(C(=O)NC4CCCCCC4)cc3)cc2n1,387.5270000000002,5.6079200000000045,54.02,2,3,0.5597238053879765,0.75,0,0,0,0,O=C(NC1CCCCCC1)c1ccc(CNc2ccc3cccnc3c2)cc1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.592917141616393,0.0,0.0,0.592917141616393
COc1ccc2c(ccc3cc4cc(N[C@H]5CCCN(CN)C5)[nH]c4cc32)c1,374.4880000000001,4.275400000000002,66.31,3,4,0.46668988809287326,1.0,1,0,0,0,c1ccc2c(c1)ccc1cc3cc(NC4CCCNC4)[nH]c3cc12,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.840006966427862,0.0,0.0,0.840006966427862
NNC(=O)c1cccc(CN2CCCN(C[C@@H](O)c3ccccc3)CC=C2O)c1,396.49100000000004,1.9307999999999992,102.06,4,6,0.3381100691195397,0.5,1,0,0,0,C1=CN(Cc2ccccc2)CCCN(CCc2ccccc2)C1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.651433020735862,0.0,0.0,0.651433020735862
COc1ccc(CNC(=O)c2ccc3c(c2)CC[C@@H](C(=O)O)c2cccn2-3)cc1,390.4390000000001,3.530300000000002,80.56,2,3,0.6984208928561518,1.0,1,0,0,0,O=C(NCc1ccccc1)c1ccc2c(c1)CCCc1cccn1-2,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.9095262678568454,0.0,0.0,0.9095262678568454
O=C(NCc1ccccc1)OC=C(O)c1ccc(CN2CCCCC2)cc1,366.46100000000024,4.455300000000004,61.800000000000004,2,4,0.7413921633416987,1.0,1,0,0,0,O=C(NCc1ccccc1)OC=Cc1ccc(CN2CCCCC2)cc1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.9224176490025096,0.0,0.0,0.9224176490025096
Cc1ccc(-c2cc(-c3c[nH]c(CCCN(C)C)c3)[nH+]c3cc(C)cnc23)cc1,385.535,4.822040000000004,46.06,1,2,0.5170344790808064,0.75,1,0,1,0,c1ccc(-c2cc(-c3cc[nH]c3)[nH+]c3cccnc23)cc1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.7801103437242418,0.0,0.0,0.7801103437242418
CCCCc1cc(CCCc2ccc([C@H]3CCN(C)C3)n2C)c(-c2ccccc2)[nH]1,403.6140000000001,5.957200000000006,23.96,1,1,0.46834426190033523,0.75,0,0,0,0,c1ccc(-c2[nH]ccc2CCCc2ccc(C3CCNC3)[nH]2)cc1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.5655032785701006,0.0,0.0,0.5655032785701006
CC1=CCc2cc3cccnc3cc2C(=O)[C@@H]1N=C(O)C1=CC=C(O)CC1,360.4130000000001,4.4071000000000025,82.78,2,4,0.4721028177034406,1.0,1,0,0,0,O=C1c2cc3ncccc3cc2CC=CC1N=CC1=CC=CCC1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.8416308453110322,0.0,0.0,0.8416308453110322
COc1ccc(Cn2ccc3cc(-c4ccccn4)cc(O)c3c2=O)cc1,358.3970000000001,3.826000000000003,64.35,1,4,0.6021969836595812,1.0,1,0,0,0,O=c1c2ccc(-c3ccccn3)cc2ccn1Cc1ccccc1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.8806590950978743,0.0,0.0,0.8806590950978743
Cc1ccc(CCCCCc2ccc(CNC(=O)c3cccs3)cc2)c(C)c1C,405.60700000000014,6.558860000000006,29.1,1,2,0.4013662464424507,0.75,0,0,0,0,O=C(NCc1ccc(CCCCCc2ccccc2)cc1)c1cccs1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.5454098739327352,0.0,0.0,0.5454098739327352
O=C(N[C@@H]1CCN(CCCc2ccc(Nc3ccccc3)cn2)C1)c1cscn1,407.5430000000001,3.718600000000002,70.15,2,6,0.5955824287818249,1.0,1,0,0,0,O=C(NC1CCN(CCCc2ccc(Nc3ccccc3)cn2)C1)c1cscn1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.8786747286345473,0.0,0.0,0.8786747286345473
Cc1cccc(-n2ncc(CNC[C@H]3C[C@@H](CN)CN3)c2O)c1,315.42100000000005,0.9127200000000002,88.13000000000001,4,5,0.6363829989753845,0.5,1,0,0,0,c1ccc(-n2cc(CNCC3CCCN3)cn2)cc1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.7409148996926154,0.0,0.0,0.7409148996926154
C[C@H](NCCNc1cncc(-c2ccccc2)c1)c1ccccc1,317.43600000000004,4.511300000000003,36.95,2,3,0.6295006229054773,0.75,1,0,0,0,c1ccc(CNCCNc2cncc(-c3ccccc3)c2)cc1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.8138501868716432,0.0,0.0,0.8138501868716432
CC1=CCCC(C2=C(N)C(=O)C(C)(C)[C@@H](NC(=O)c3ccc(F)c(C)c3)C2=O)=C1,396.46200000000016,3.2898200000000015,89.25999999999999,2,4,0.8204875770002733,1.0,1,0,0,0,O=C1C=C(C2=CC=CCC2)C(=O)C(NC(=O)c2ccccc2)C1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.9461462731000818,0.0,0.0,0.9461462731000818
CN(C)c1ccc(OC=C2Cc3[nH]c4c(c3N2)-c2cccc3cccc-4c23)cc1,379.4630000000001,5.769700000000004,40.29,2,3,0.3910487269603047,0.75,0,0,0,0,C(Oc1ccccc1)=C1Cc2[nH]c3c(c2N1)-c1cccc2cccc-3c12,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.5423146180880913,0.0,0.0,0.5423146180880913
Cc1ccc(F)c2c(CCCNC(=O)NCc3ccccc3)c[nH]c12,339.41400000000004,4.047420000000002,56.92,3,1,0.58318466132396,1.0,1,0,0,0,O=C(NCCCc1c[nH]c2ccccc12)NCc1ccccc1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.8749553983971881,0.0,0.0,0.8749553983971881
O=C(O)CCc1ccc(N2C[C@H](CC(=O)N=N[C@H](O)c3ccccc3)CC2=O)cc1,409.4420000000001,3.1167000000000016,119.63,2,5,0.649306184711902,0.75,1,1,0,0,O=C(CC1CC(=O)N(c2ccccc2)C1)N=NCc1ccccc1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.2,0.7797918554135707,0.0,0.0,0.7797918554135707
O=C1OCC[C@H]2CON3C[C@H]4[C@H](O)Cc5c(C(=O)O)ccc6c5N4[C@@H](C1=C6)[C@@H]23,384.38800000000003,0.4348999999999998,99.53999999999999,2,7,0.6730572298195442,0.5,1,0,0,0,O=C1OCCC2CON3CC4CCc5cccc6c5N4C(C1=C6)C23,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.7519171689458632,0.0,0.0,0.7519171689458632
O=C(Nc1ccnc(-c2ccccc2)c1)c1cccc(NCCO)c1,333.39100000000013,3.405100000000001,74.25,3,4,0.6461886541018038,1.0,1,0,0,0,O=C(Nc1ccnc(-c2ccccc2)c1)c1ccccc1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.8938565962305411,0.0,0.0,0.8938565962305411
O=C(NN=C(O)OCc1ccccc1)c1ccc(Cc2ccccc2)nc1,361.40100000000007,3.448000000000002,83.81,2,4,0.40010688601059746,1.0,1,0,0,0,O=C(NN=COCc1ccccc1)c1ccc(Cc2ccccc2)nc1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.8200320658031792,0.0,0.0,0.8200320658031792
CC(C)CCCCCCNc1ccc2c(CCC(=O)O)cccc2c1,341.49500000000006,5.875400000000005,49.33,2,2,0.5020775152043678,0.75,0,0,0,0,c1ccc2ccccc2c1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.5756232545613102,0.0,0.0,0.5756232545613102
c1ccc2c(c1)nc1c3c(ccnc32)-c2ccc(CN[C@@H]3CCNC3)cc2O1,368.4400000000001,4.007200000000003,59.07000000000001,2,5,0.4714053919570634,1.0,1,0,0,0,c1ccc2c(c1)nc1c3c(ccnc32)-c2ccc(CNC3CCNC3)cc2O1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.841421617587119,0.0,0.0,0.841421617587119
C[C@@H]1[C@H]2C[C@@H](N(C)C)[C@H](O)[C@@H]2C(O)=C[C@H]1CC=C1C[C@@H](O)[C@]23CC[C@](C)(CC2)C[C@H]3[C@@H]1C,443.67200000000037,4.925200000000005,63.93000000000001,3,4,0.5415908782469581,0.75,1,0,0,0,C1=CC2CCCC2CC1CC=C1CCC23CCC(CC2)CC3C1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.7874772634740874,0.0,0.0,0.7874772634740874
C[C@H]1C(=O)N(c2cccs2)CC(=O)N1c1n[nH]c2c1=CC=CC1=CC=CC=CC=21,402.4790000000001,1.7929,69.30000000000001,1,4,0.8328481051347566,1.0,1,0,0,0,O=C1CN(c2n[nH]c3c2=CC=CC2=CC=CC=CC=32)C(=O)CN1c1cccs1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.9498544315404269,0.0,0.0,0.9498544315404269
CC1=CNC=C(N[C@@H](C)[C@@H](O)NCc2ccc(-c3cccc[nH+]3)cc2)C(C)=C1O,393.5110000000001,2.7342000000000004,90.69000000000001,5,5,0.46682457977322883,0.5,1,0,1,0,C1=CNC=C(NCCNCc2ccc(-c3cccc[nH+]3)cc2)C=C1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.6900473739319687,0.0,0.0,0.6900473739319687
c1ccc([C@@H]2CCc3cc(CN4CCC[C@@H](n5cncn5)C4)ccc3O2)cc1,374.48800000000006,4.181500000000003,43.18000000000001,0,4,0.6870412775794762,1.0,1,0,0,0,c1ccc(C2CCc3cc(CN4CCCC(n5cncn5)C4)ccc3O2)cc1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.9061123832738427,0.0,0.0,0.9061123832738427
C[C@@H](CN1CCCCC1)Nc1cccc(Cc2ccc(NC(=O)c3ccncc3)cc2)c1,428.5800000000001,5.211000000000005,57.26,2,4,0.5170330861334754,0.75,0,0,0,0,O=C(Nc1ccc(Cc2cccc(NCCN3CCCCC3)c2)cc1)c1ccncc1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.5801099258400426,0.0,0.0,0.5801099258400426
O=C(Nc1cc(-c2nc(-c3ccc(O)cc3)no2)cs1)c1ccccc1,363.3980000000001,4.423000000000002,88.25,2,6,0.5601245891795816,1.0,1,0,0,0,O=C(Nc1cc(-c2nc(-c3ccccc3)no2)cs1)c1ccccc1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.8680373767538745,0.0,0.0,0.8680373767538745
CC(C)(C)CNC(=O)[C@@H]1CN(c2ccccc2)C(=O)C[C@H]1N1CCCC1,357.4980000000002,2.666200000000001,52.650000000000006,1,3,0.9013080981783561,1.0,1,0,0,0,O=C1CC(N2CCCC2)CCN1c1ccccc1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.9703924294535067,0.0,0.0,0.9703924294535067
O=C(Nc1cccc(Nc2cccnc2)c1)N1CCCc2ccccc21,344.41800000000006,4.8099000000000025,57.260000000000005,2,3,0.7167211511579369,0.75,1,0,0,0,O=C(Nc1cccc(Nc2cccnc2)c1)N1CCCc2ccccc21,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.840016345347381,0.0,0.0,0.840016345347381
C[C@@H](N[C@H](c1cccc[nH+]1)c1ccco1)c1cc(-c2cccs2)n[nH]1,351.455,3.985500000000002,67.99000000000001,2,4,0.5518893066631031,1.0,1,0,1,0,c1ccc(C(NCc2cc(-c3cccs3)n[nH]2)c2ccco2)[nH+]c1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.8655667919989309,0.0,0.0,0.8655667919989309
Cc1cc(NC[C@H]2CCN(C)C2)cc2c1[C@H](c1ccccc1)[C@@H](C)C(=O)N2,363.50500000000005,4.078720000000003,44.370000000000005,2,3,0.8602791533817651,1.0,1,0,0,0,O=C1CC(c2ccccc2)c2ccc(NCC3CCNC3)cc2N1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.9580837460145295,0.0,0.0,0.9580837460145295
CCCN1N=C2c3ccccc3N=C[C@@H]2N(c2ccc(Cn3cccn3)cc2)C1=O,398.47000000000014,4.072200000000003,66.09,0,4,0.6501538305793795,1.0,1,0,0,0,O=C1NN=C2c3ccccc3N=CC2N1c1ccc(Cn2cccn2)cc1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.8950461491738138,0.0,0.0,0.8950461491738138
C[C@@H]1[C@@H](O)[C@H]2C3=C(Cc4ccccc42)C(=O)[C@H](C[C@H](C)O)[C@@H](C3)C[C@@H]1O,356.4620000000001,2.360600000000001,77.76,3,4,0.7601748875633528,1.0,1,0,0,0,O=C1CC2CCCCC3C(=C1Cc1ccccc13)C2,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.9280524662690057,0.0,0.0,0.9280524662690057
CN(C)c1ccc2c(c1)N1c3ccccc3C3=C(C(=O)O)CC(=C(O)C2=O)[C@@H]31,374.39600000000013,3.523200000000001,81.08000000000001,2,5,0.8371190104407426,1.0,1,0,0,0,O=C1C=C2CC=C3c4ccccc4N(c4ccccc41)C23,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.9511357031322227,0.0,0.0,0.9511357031322227
C[C@@H]1C(=O)[C@H](CC[C@H]2CCOc3ccccc32)C(=O)N1c1cccnc1,350.41800000000006,3.3485000000000023,59.50000000000001,0,4,0.7936402396324713,1.0,1,0,0,0,O=C1CN(c2cccnc2)C(=O)C1CCC1CCOc2ccccc21,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.9380920718897414,0.0,0.0,0.9380920718897414
O=C(Nc1ccc(-c2ccccc2)cc1)NC1(c2ccc3cnccc3c2)CC1,379.4630000000002,5.712600000000004,54.02,2,2,0.47689778509031044,0.75,0,0,0,0,O=C(Nc1ccc(-c2ccccc2)cc1)NC1(c2ccc3cnccc3c2)CC1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.5680693355270932,0.0,0.0,0.5680693355270932
Cc1ccc(C(=O)N[C@@H](C)C(=O)N[C@H]2C(=O)N(CC3=C[N+](C)(C)CC3)C[C@@H]2C)cc1,413.54200000000026,1.440420000000001,78.51,2,3,0.6930301572299765,0.75,1,0,1,0,O=C(CNC(=O)c1ccccc1)NC1CCN(CC2=C[NH2+]CC2)C1=O,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.8329090471689928,0.0,0.0,0.8329090471689928
CN1CCN(CC(=O)Nc2ccc3c(c2)C=CC=C(c2ccccc2)N3)CC1,374.4880000000001,3.3523000000000014,47.61,2,4,0.8616627099242208,1.0,1,0,0,0,O=C(CN1CCNCC1)Nc1ccc2c(c1)C=CC=C(c1ccccc1)N2,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.9584988129772662,0.0,0.0,0.9584988129772662
C[n+]1nc(-c2cccc(C=CC(O)=CCc3ccccc3)c2)ccc(O)c1=O,373.4320000000001,3.3367000000000018,74.30000000000001,2,4,0.40866858080993584,1.0,1,0,1,0,O=c1cccc(-c2cccc(C=CC=CCc3ccccc3)c2)n[nH+]1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.8226005742429807,0.0,0.0,0.8226005742429807
CN(C)c1cccc(C(=O)c2cc3cc(C(=O)C4=C(O)CC=CC4)ccc3cn2)c1,398.4620000000001,4.876600000000004,70.5,1,5,0.490082140348198,0.75,1,0,0,0,O=C(C1=CCC=CC1)c1ccc2cnc(C(=O)c3ccccc3)cc2c1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.7720246421044594,0.0,0.0,0.7720246421044594
C[C@H](O)[C@@H](C)C1=CC2=C3[C@@H](CC[C@]3(C)C1)[C@@H](C)C(=O)CC[C@@H]2C,316.48500000000007,4.6814000000000044,37.3,1,2,0.8027652077599541,0.75,1,0,0,0,O=C1CCCC2=C3C(CC=C2)CCC3C1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0,0.0,0.8658295623279861,0.0,0.0,0.8658295623279861
